body,title,url
"

La policía comunitaria de Tlacotepec advirtió, hace más de tres meses, que si el líder del Cártel del Sur, Isaac Navarrete Celis, no era detenido por el gobierno de Guerrero en un plazo de 30 días, sus hombres entrarían al municipio de Leonardo Bravo a cazarlo.
 Navarrete Celis, conocido como El Señor de la I, respondió con un audio que circuló ampliamente en Iyotla, Chichihualco y Tepozonalco: “Si siguen viniendo, van a seguir cayendo”.
 Los dos grupos se disputan, en la puerta de entrada a la Montaña, el control de la siembra y el trasiego de amapola, así como la “venta de protección” a las compañías mineras de la zona.
 Desde la tarde del martes 26 de mayo, habitantes de Tepozonalco reportaron al 911 que dos grupos armados habían iniciado un tiroteo. El enfrentamiento duró hasta el viernes 29. Ninguna autoridad, ni local ni federal, intervino. La gente se refugió en sus domicilios. Numerosas familias se metieron al monte, y fueron a ocultarse a Chichihualco.
 Cuando policías estatales, y elementos de la Sedena y la Guardia Nacional hicieron al fin un recorrido de inspección, el paisaje era desolador.  Hallaron camiones y camionetas incendiadas a orillas de la carretera. Al llegar a la entrada de Tepozonalco, reportaron “una casa rosa quemada”. Afuera había tres camionetas y una moto totalmente calcinadas.
 A unos metros, a medida que avanzaban, aparecieron más de 15 domicilios quemados. Por el desorden que privaba en su interior, los miembros del operativo comprendieron que todas ellos habían sido saqueados. Muchos presentaban orificios de bala en la fachada. Según un medio local, sobre la calle habían quedado decenas de casquillos percutidos —todos procedentes de armas de alto poder.
 En Iyotla y Tepozonalco había un total de 24 casas incendiadas.
 Se reportaron tres muertos, aunque otras versiones hablaron de por lo menos seis.
 Una de las casas quemadas pertenecía a Isaac Navarrete Celis, El Señor de la I.
 Se reportó que durante el recorrido de inspección fue hallado un narcolaboratorio en el que había heroína, semilla de amapola y diversos precursores químicos.
 Muy pronto se difundió la versión de que Navarrete Celis se quedó sin municiones, logró escapar del cerco que le impusieron sus rivales, se internó en una brecha de la sierra, y más tarde huyó del estado.
 Existe asimismo la versión de que, antes de su caída, El Señor de la I expulsó de Tepozonalco a familias que no le eran incondicionales, y entregó las casas vacías a sus sicarios. Según esta versión, la gente de su propio pueblo terminó por darle la espalda.
 Hace más de un lustro, Navarrete Celis encabezó un movimiento de autodefensa cuyo fin era enfrentar a Los Rojos y detener las extorsiones a que eran sometidos los amapoleros y los pueblos de la sierra. En el camino se alió con el grupo criminal conocido como Los Ardillos —que lideran los hermanos Jorge, Celso y Antonio Ortega Jiménez, con fuertes vínculos con el PRD local. Terminó encabezando El Cártel del Sur, o El Cártel de la Sierra, con fuerte presencia en los municipios de Eduardo Neri, Heliodoro Castillo y Leonardo Bravo.
 En 2015 se descubrió en Chichihualco una fosa clandestina con 19 cuerpos, muchos de ellos calcinados. Eran las primeras víctimas del Cártel de la Sierra.
 El grupo entró en confrontación con el Frente Unido de Policías Comunitarias del Estado de Guerrero (FUPCEG) que dirige Onésimo Marquina, El Necho, y cuyo brazo armado es la policía comunitaria de Tlacotepec.
 Bajo el disfraz de “policía comunitaria”, Marquina se ha vinculado, según soplen los vientos, con los principales grupos criminales de la región: ha sido socio de Los Rojos, de los Guerreros Unidos y de los Tequileros, entre otros. El objetivo es el mismo que el de Navarrete Celis: controlar el negocio de la sierra.
 Tras el enfrentamiento de finales de mayo, y la supuesta huida de El Señor de la I, los comunitarios de Tlacotepec difundieron mensajes en los que se advirtió a la gente de los tres pueblos —Iyotla, Chichihualco y Tepozonalco—  que quienes “nada tienen que ver en este asunto, no tienen por qué temer o irse de sus casas. Pero quienes tengan cola que les pisen, piénsenlo dos veces en quedarse, pues ya nos están mandando mensajes con los nombres y ubicaciones” de quienes apoyaron a Navarrete Celis.
 Parece arrancado de una narcoserie. Pero no lo es. Es el México de 2020, en el que grupos criminales avisan con meses de antelación lo que van a hacer, y lo hacen sin que haya autoridad alguna —policía, Ejército, Guardia Nacional— que lo impida.

@hdemauleon[email protected]
",México de narcoserie,https://www.eluniversal.com.mx/opinion/hector-de-mauleon/mexico-de-narcoserie
"
El parque temático Universal Studios Hollywood (California) podría abrir sus puertas al turismo a partir del 1 de julio de 2020. 

De acuerdo con reportes de Variety y USA Today, Karen Irwin, presidenta y directora de operaciones del parque, solicitó el martes a la Junta de Supervisores del Condado de Los Ángeles que permita el regreso de los trabajadores lo antes posible para planear la reapertura. 

Las autoridades de Los Ángeles señalaron, hace un par de semanas, que el confinamiento por el coronavirus puede extenderse hasta finales de julio, salvo que el número de casos disminuya drásticamente, se encuentre una vacuna o tratamiento. 

Sin embargo, el condado ya se encamina a la etapa 3 del plan de reapertura que incluye lugares de entretenimiento. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Universal Studios Hollywood (@unistudios) el 13 de May de 2020 a las 9:02 PDT




Karen Irwin dijo al grupo de Resiliencia Económica que Universal Studios Hollywood podría mantener el distanciamiento físico, mantener controles de temperatura los visitantes y empleado. Además de mejorar los procesos de limpieza y desinfección. 

Recomendamos: ¿Cuánto cuesta la entrada a Universal Studios Hollywood en Los Ángeles?

“Es una percepción errónea que los parques temáticos deberían estar entre las últimas instalaciones para reabrir. Los visitantes están al aire libre en realidad se ofrece un entorno más controlado que en las playas, los jardines o las rutas de senderismo”, señaló.

Agregó que los parques del condado de Los Ángeles estarán listos para reabrir entre mediados de junio y el 1 de julio. Otras atracciones de la zona son:  Six Flags Magic Mountain y Pacific Park. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Universal Studios Hollywood (@unistudios) el 11 de Mar de 2020 a las 4:28 PDT




Las autoridades aún no tienen una respuesta a la petición, pero es probable que se concrete si no repuntan los contagios. Universal Studios Orlando Resort abrirá el 5 de junio en Florida. Walt Disney World, también en Orlando, abrirá el 11 de julio. 

Universal Studios Hollywood fue calificado por TripAdvisor como el tercer mejor parque de diversiones del país. 

Ubicado en Los Ángeles tiene atracciones inspiradas en películas y programas de televisión. Las más populares son Studio Tour,  The Wizarding World of Harry Potter,  DreamWorks Theatre, The Walking Dead, Fast and Furious Studio Tour y The Simpson Ride. Da clic aquí para conocerlas. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Universal Studios Hollywood (@unistudios) el 12 de Mar de 2020 a las 12:15 PDT




Te interesa: Disfruta de la atracción de Harry Potter en Universal Studios desde casa
",,https://www.viveusa.mx/destinos/cuando-sera-la-reapertura-de-universal-studios-hollywood
"
El 80% de los restaurantes queretanos tiene problemas para cubrir el pago de la renta de los inmuebles donde operan, dio a conocer el presidente local de la Cámara Nacional de la Industria Restaurantera y Alimentos Condimentados (Canirac), Luis Octavio Mata Rivera.

Agregó que el problema agudiza porque también los empresarios del ramo tienen problemas de liquidez para pagar servicios y mantenimiento de los locales.

Precisó que será hasta después de que concluya la contingencia sanitaria cuando la Canirac tendrá la certeza respecto a cuántos negocios lograrán regresar a operaciones y cuántos más se verán obligados a desaparecer.

Recordó que alrededor de 60% de los restaurantes en la entidad se enfrentan a los retos de operar durante la contingencia, que obligan a dar servicio a domicilio o con esquemas de comida para llevar.

El 40% restante de los negocios, dijo, cerró sus puertas desde que arrancó la contingencia sanitaria y es en ese porcentaje que existe el gran temor de que una vez concluyan las medidas de restricción será imposible regresar a las labores.

Alrededor de 15% de los afiliados a la Canirac ya recurrió a la solicitud de créditos para ayudarse; sin embargo, en lugar de registrar un beneficio, algunos de ellos generaron problemas con Buró de Crédito, lo que remarca la importancia de poder acceder a esquemas de apoyo del gobierno, no a nuevas líneas para solicitar préstamos.

Implementan protocolos. Mata Rivera también manifestó que los restauranteros continúan en la preparación de protocolos para cuando sea posible que regresen a sus actividades, aunque reconoció que todavía no existen las condiciones en materia de salud para permitir las reaperturas.

Para cuidar a trabajadores y comensales, los restaurantes en Querétaro tendrán total respeto a los protocolos que establezcan las autoridades, incluso proyectan medidas adicionales a las ya recomendadas.

Algunos comercios trabajan en instalar arcos sanitarios, se busca eliminar los menús tradicionales, para que los clientes no se vean obligados a tocarlos. Los menús se ofrecerán ya sea por códigos QR o por una carta gigante.

Se sanitizarán los establecimientos; la esperanza es lograr una autorización para aforos de 50%, con distancia de hasta dos metros entre cada comensal, y se tendrá mantelería de papel, para tener nueva con cada cliente.

Tanto proveedores como meseros contarán con cubrebocas, caretas y guantes. Se modificarán todos los procesos de recepción de insumos para garantizar, aún más, las medidas de higiene.

Mata Rivera indicó que cada estado analiza y proyecta el regreso a la vida económica, pero en Querétaro aún no existen condiciones para que puedan hacer lo propio los restauranteros.

 
",El 80% de los restaurantes no tiene para el pago de la renta,https://www.eluniversalqueretaro.mx/portada/sin-recursos-para-la-renta-80-de-los-restaurantes
"
Palenque, Chiapas.- El presidente Andrés Manuel López Obrador aseguró que mantiene las medidas preventivas sanitarias como las que recomienda la Secretaria de Salud, y que ayuda mucho para que no dé el coronavirus “no mentir, no robar y no traicionar”.
En su conferencia de prensa, en la explanada de la Cuarta Compañía de Infantería de este municipio, se la cuestionó al Mandatario sobre las medidas que toma diariamente para protegerse del coronavirus.
El presidente López Obrador dijo que es cuidadoso con su aseo personal y en su alimentación.
“Yo soy cuidadoso. Lo mismo que yo recomiendo y a mí me han dicho, la sana distancia, mantener sana distancia, el aseo, el lavado de las manos, básicamente. La alimentación, comer saludable, no comer productos chatarra, pero también eso es voluntario, no puede ser obligatorio”, afirmó.
También lee: CDMX y Tabasco, preocupan: AMLO
“Estar bien con nuestra conciencia, no mentir, no robar, no traicionar, eso ayuda mucho para que no dé el coronavirus”.

 Estrategia contra Covid-19 ha sido la correcta y adecuada: AMLO

El presidente López Obrador aseguró esta mañana que la estrategia que su gobierno ha implementado contra la pandemia del Covid-19 ha sido la correcta y la adecuada.
“Yo pienso que la estrategia ha sido la correcta, ha sido adecuada. Tuvimos la suerte de que no nos pegó primero la pandemia y eso nos permitió prepararnos, que no nos faltaran camas, que se pueda hospitalizar a todos los enfermos”.
También lee: Casos de Covid-19 en México al 3 de junio, estado por estado
En conferencia de prensa, el titular del Ejecutivo federal señaló que cuando inició la pandemia en el país no se tenían ventiladores suficientes, por lo que se adquirieron para atender la emergencia.

AMLO desmiente Fake News sobre supuesto impuesto por tener mascotas
El presidente Andrés Manuel López Obrador informó que es falsa la noticia que circula en redes sociales acerca de que el gobierno federal cobrará impuestos a los ciudadanos que tengan mascotas para ayudar en la pandemia del Covid-19, y pidió que no se le compare con el expresidente Antonio López de Santa Anna quien llegó a cobrar impuestos por tener ventanas,  puertas y perros en los hogares.
“Hay muchas mentiras falsas. Ayer estaba viendo en las redes en donde se dio a conocer que vamos a cobrar impuestos por las mascotas, imagínense, ni que fuese yo Santa Anna –el dictador al que fueron a buscar al extranjero los conservadores después de qué nos quitaron más de la mitad de nuestro territorio, todavía fueron los conservadores a traer a Santa Anna- y quien expide leyes para cobrar impuestos por las ventanas y por las puertas que tenían las casas, y hasta por los perros, ese era Santa Anna. Creen los conservadores que somos como ellos”.
En conferencia de prensa, el titular del Ejecutivo federal señaló que para ilustrar esta noticia falsa se usó una fotografía donde el aparece con un perro.

fml
 
","No mentir, no robar, no traicionar, eso ayuda mucho para que no dé el coronavirus: AMLO",http://www.eluniversal.com.mx/nacion/no-mentir-no-robar-no-traicionar-ayuda-mucho-para-que-no-de-el-coronavirus-amlo
,,https://soundcloud.com/broojula/4-de-junio-2020-jugando-con-las-afores/s-d958mCs1kOU
,Cuándo volverán a abrir hoteles y playas en Puerto Vallarta,http://www.eluniversal.com.mx/destinos
"
Melania Trump no pudo ocultar su incomodidad cuando su esposo, el presidente Donald Trumo, le pidió que sonriera para las cámaras durante su visita al Santuario de San Juan Pablo II, en la Universidad Católica de América, Washington DC. 

Las cámaras captaron el momento cuando la primera dama trató de sonreír sin mucho éxito, luego de que Donald Trump le murmurara algo como: “¿Puedes sonreír?”. 

Vestida de negro, con gafas solares grandes, y un semblante desencajado, la exmodelo forzó una media sonrisa para después agachar el rostro y continuar su camino.

Visita: Melania Trump, tan fuerte e hierática como amable y cálida, cumple 50 años

En el video se muestra al presidente fuera del santuario con una amplia sonrisa, mientras que Melania luce seria y fría momentos antes de ingresar al edificio. 

El clip de inmediato se hizo viral en los medios de comunicación, pero principalmente en redes sociales, donde los internautas han comenzaron a exponer sus teorías sobre el estado anímico de la primera dama y sus posturas ante las controversias que ha generado Trump en los últimos días. 

La visita de los Trump al santuario se produjo un día después de que desatara la indignación por presentarse en la iglesia de Saint John con la biblia en manos, tratando de simbolizar su poder y autoridad frente a las manifestaciones en contra del racismo. 


Trump asks Melania to smile during today's photo op. pic.twitter.com/B59YeDHKRM
— The Recount (@therecount) June 2, 2020


Desplantes entre la pareja presidencial 

Esta no es la primera vez que la eslovaca demuestra su incomodidad en actos públicos junto a su esposo. 

Un día antes de que Trump jurara como presidente, Melania fue presentada a los altos mandos políticos con gestos poco gratos y amabilidad forzada. 

Al día siguiente de la toma de posesión de Trump como presidente de Estados Unidos, Melania trató de dibujar una sonrisa amable en medio de las multitudes presentes, pero una vez que Trump dejó de mirarla, Melania apagó sus gestos y agachó el rostro. 


Pobre mujer...
EEUU#FreeMelania pic.twitter.com/lNVaCD1jQy
— May (@mayraying) January 23, 2017


Ese mismo día, celebrado en enero de 2017, la Michelle y Barack Obama esperaron a los nuevos inquilinos de la Casa Blanca. Como era de esperarse, a su llegada Donald entró primero a la residencia, dejando que su esposa descendiera sola de su vehículo y entrara junto a los Obama. 


I genuinely can't stop thinking about this pic.twitter.com/NW7uOu96tO
— Marc (@MarcSnetiker) January 23, 2017


En mayo de dicho año, los Trump realizaron un viaje a Tel Aviv, Israel. Durante su visita, la primera dama rechazó la mano de su marido y pareció darle un manotazo mientras caminaban junto al primer ministro del país. 


#Video Melania Trump le da un manotazo a Donald Trump a su llegada en Tel Aviv Israel, luego de que este intentara tomarle la mano. pic.twitter.com/wXhJlkNVB4
— xevt - xhvt (@xevtfm) May 23, 2017


En 2018 se hizo viral un video donde se ve a Melania rechazando cualquier contacto físico con Donald durante una caminata hacia el helicóptero presidencial en la Casa Blanca. 


Watch Melania swat #Trump's hand away, AGAIN.
WATCH: President Trump and First Lady Melania Trump depart the White House on their way to Ohio pic.twitter.com/mNAP6rq5UK
— orville lewis (@orvillelewis1) February 11, 2018


Melania y su vida con Donald Trump

Más allá de las especulaciones de los internautas y de sus teorías en cuanto a la personalidad y actitudes de FLOTUS, una biografía no autorizada asegura que la primera dama de EU ejerce una poderosa influencia sobre su esposo, vida personal y equipo de trabajo. 

En la biografía, escrita por una periodista de CNN, se lee que Melania fue la causa del despido de una alta funcionaria se seguridad nacional luego de sentirse menospreciada en un viaje a África. 

También se lee que suele enviar mensajes sobre las políticas de su marido a través de su indumentaria en apariciones públicas y que cuenta con un espacio exclusivo para ella en la residencia oficial con el objetivo de mantenerse alejada de su marido. 

En cuanto a sus labores como primera dama, prefiere ocuparse de ellas a un bajo perfil sin hablar en público y dejar el resto a Ivanka Trump, hija del magnate y una “usurpadora de su papel”. 



Lee: ¿Melania es 'prisionera' de Donald Trump? Esto dice su nueva biografía



 

No te pierdas de las últimas noticias de Vive Usa en Google News,  síguenos aquí
",,https://www.viveusa.mx/noticias/la-sonrisa-forzada-de-melania-trump-un-video-que-se-volvio-viral
,Desaparecen bancadas de PRD y PES en Senado,http://www.eluniversal.com.mx/nacion
"





Antes de alcanzar fama por su peculiar forma de narrar los partidos de fútbol, Enrique Bermúdez de la Serna comenzó su peregrinar en Guadalajara, ciudad donde conoció a su esposa y madre de sus dos hijos, Leticia Torres Prince.
El experimentador locutor deportivo recordó su inicio en el Canal 58 y cómo un día la persona idónea lo escuchó para invitarlo a participar en los programas de Televisa.
Fue en la ‘Perla de Occidente’ donde la familia del ‘Perro’ tuvo su origen; su hijo Vadhir y su bella Jordana vivieron su infancia en esta ciudad y pronto iniciarán un peregrinar por varias ciudades del país para acompañar al comentarista.
Con el paso de los años, la pequeña se convirtió en una belleza, en la actualidad Jordana tiene 28 años y dedica su vida a su profesión.
Pocas son las fotos que comparte Enrique con su familia, pero en sus redes sociales debes en cuando muestra la belleza de su heredera, la cual la heredó de su mamá.
VER:
Tania Rincón deja deportes y vuelve a espectáculos
",La bella heredera tapatía del ‘Perro’ Bermúdez,http://www.unionjalisco.mx/articulo/2020/06/01/espectaculos/la-bella-heredera-tapatia-del-perro-bermudez
"
La Fiscalía General de San Luis Potosí informó que el saldo de tres ataques armados ocurridos la tarde de este miércoles 27 de mayo en diversas colonias de la capital potosina y Soledad es de cinco muertos y tres heridos.

En el suceso ocurrido en la calle República de Ecuador y Estados Unidos de Norteamérica, en la colonia Satélite, perteneciente a la ciudad de San Luis Potosí, cuatro hombres fueron asesinados al interior de una vivienda. Los cuerpos presentaron heridas de arma de fuego de alto calibre.

Por otra parte, en la colonia 21 de Marzo, ubicada en Soledad, el saldo es de un hombre muerto y un lesionado de gravedad en la calle 16 de Septiembre. Éste último fue trasladado a una clínica cercana.

De manera simultánea fueron reportadas detonaciones en la calle Mirador, Barrio de Sebastián, en la capital potosina, donde dos personas resultaron heridas.

Agentes de la Policía de Investigación se desplazaron a estos lugares para comenzar con las indagatorias correspondientes. De igual manera, peritos de la Fiscalía potosina ya realizan las labores necesarias para recabar los indicios en los sitios.

Los cuerpos de los asesinados fueron trasladados al Servicio Médico Legista (Semele) para realizar las necropsias de ley y establecer las causas de las muertes.

etp
",Ataques armados en Zona Metropolitana de SLP dejan 5 muertos y 3 lesionados,https://sanluis.eluniversal.com.mx/metropoli/27-05-2020/ataques-armados-en-zona-metropolitana-de-slp-dejan-5-muertos-y-3-lesionados
